KHOI,CAP0,PRODUCT_CODE,CAP1,CAP2,CAP3,CAP4,CAP1_VN,CAP2_VN,CAP3_VN,CAP4_VN,TRANSACTION_DATE,SPKHCN,KHOI_CAP1,SP_KHCN
TOAN_HANG,,12316,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm cho con,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm cho con,2021-01-01 00:00:00.0000000,,,
TCKT,,21121,CHO VAY,,,,Cho vay,SXKD,CV SXKD quay vòng,Cho vay bổ sung vốn lưu động trả góp,2023-07-26 00:00:00.0000000,,,
TCKT,,15341,HUY DONG,,,,Huy động,Huy động không kỳ hạn,Huy động không kỳ hạn,Dịch vụ Quản lý tài khoản phân bổ dành cho nhóm khách hàng FTG,2023-07-26 00:00:00.0000000,,,
TCKT,,264,THE TIN DUNG,,,,Thẻ tín dụng,Phat hanh moi,User the credit moi - luong CN,User the credit moi - luong CN,2023-07-26 00:00:00.0000000,,,
TCKT,,11551,THE GHI NO,,,,Thẻ ghi nợ,Debit,Thẻ quân nhân,Thẻ quân nhân,2023-07-26 00:00:00.0000000,,,
CIB,DU_NO,51711,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG THONG THUONG,CHO VAY CAM CO GTCG/HDTG,,Cho vay vốn lưu động,Cho vay vốn lưu động thông thường,Cho vay cầm cố GTCG/HĐTG,2021-01-01 00:00:00.0000000,,,
SME,DU_NO,51711,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG THONG THUONG,CHO VAY CAM CO GTCG/HDTG,Cho vay vốn lưu động,Cho vay vốn lưu động,Cho vay vốn lưu động thông thường,Cho vay cầm cố GTCG/HĐTG,2021-01-01 00:00:00.0000000,,,
INDIV,HDV&TT,11551,TKTT,THE GHI NO DANH CHO KHCN,THE GHI NO NOI DIA DANH CHO KHCN,THE QUAN NHAN,Tài khoản thanh toán,Thẻ ghi nợ dành cho KHCN,Thẻ ghi nợ nội địa dành cho KHCN,Thẻ quân nhân,2022-03-09 00:00:00.0000000,TKTT,INDIV,TKTT
TOAN_HANG,,11551,Tài khoản thanh toán,Thẻ ghi nợ dành cho KHCN,Thẻ ghi nợ nội địa dành cho KHCN,Thẻ quân nhân,Tài khoản thanh toán,Thẻ ghi nợ dành cho KHCN,Thẻ ghi nợ nội địa dành cho KHCN,Thẻ quân nhân,2021-01-01 00:00:00.0000000,,,
TCKT,,118215,THE TIN DUNG,,,,Thẻ tín dụng,Gia han,Thẻ tín dụng gia hạn hạng Infinite,Thẻ tín dụng quốc tế VISA gia hạn hạng Infinite,2023-07-26 00:00:00.0000000,,,
INDIV,DU NO,22412,CV KHAC,CHO VAY XUAT KHAU LAO DONG,CHO VAY XUAT KHAU LAO DONG,CHO VAY XUAT KHAU LAO DONG KHONG CO TSDB,Cho vay khác (không bao gồm thẻ TD),Cho vay xuất khẩu lao động,Cho vay xuất khẩu lao động,Cho vay xuất khẩu lao động không có TSĐB,2022-03-09 00:00:00.0000000,CV TIN CHAP,INDIV,CV KHAC
TCKT,,22412,CHO VAY,,,,Cho vay,CV Tiêu dùng TSĐB,CV Tiêu dùng TSĐB,Cho vay xuất khẩu lao động không có TSĐB,2023-07-26 00:00:00.0000000,,,
TCKT,,15122,SAN PHAM DAU TU,,,,Sản phẩm đầu tư,Bond ,Trái phiếu kỳ hạn Từ 6 đến dưới 12 tháng,Trái phiếu kỳ hạn Từ 6 đến dưới 12 tháng,2023-07-26 00:00:00.0000000,,,
INDIV,"DAU TU, BAO HIEM, TU VAN, UY THAC DAI LY",62131,SAN PHAM LIEN KET VA UY THAC DAI LY BAO HIEM,DAI LY CUNG CAP SP BAO HIEM NHAN THO,BAO HIEM GAN VOI KHOAN VAY,BAO HIEM TU KY CO SO TIEN BH GIAM DAN DANH CHO NGUOI DI VAY MUA BDS (MRTA/MBAL AN CU),Sản phẩm liên kết và ủy thác đại lý bảo hiểm,Đại lý cung cấp SP bảo hiểm nhân thọ,Bảo hiểm gắn với khoản vay,Bảo hiểm tử kỳ có số tiền BH giảm dần dành cho người đi vay mua BĐS (MRTA/MBAL An Cư),2022-03-09 00:00:00.0000000,,INDIV,
NHS,HDV&TT,11531,TKTT,THE GHI NO DANH CHO KHCN,THE GHI NO NOI DIA DANH CHO KHCN,THE GHI NO NOI DIA BANK PLUS SP SO,Tài khoản thanh toán,Thẻ ghi nợ dành cho KHCN,Thẻ ghi nợ nội địa dành cho KHCN,Thẻ ghi nợ nội địa Bank Plus SP SO,2022-03-09 00:00:00.0000000,TKTT,NHS,TKTT
TOAN_HANG,,11531,Tài khoản thanh toán,Thẻ ghi nợ dành cho KHCN,Thẻ ghi nợ nội địa dành cho KHCN,Thẻ ghi nợ nội địa Bank Plus SP SO,Tài khoản thanh toán,Thẻ ghi nợ dành cho KHCN,Thẻ ghi nợ nội địa dành cho KHCN,Thẻ ghi nợ nội địa Bank Plus SP SO,2021-01-01 00:00:00.0000000,,,
TCKT,,262122,THE TIN DUNG,,,,Thẻ tín dụng,Phat hanh moi,Thẻ tín dụng phát hành mới hạng Platinum,Thẻ tín dụng quốc tế VINID phát hành mới hạng Platinum,2023-07-26 00:00:00.0000000,,,
TCKT,,11531,THE GHI NO,,,,Thẻ ghi nợ,Debit,Thẻ ghi nợ nội địa Bank Plus,Thẻ ghi nợ nội địa Bank Plus,2023-07-26 00:00:00.0000000,,,
TCKT,,16511,KIEU HOI,,,,Kiều hối,DS Chiều về ,Chi trả tại quầy,Chi trả tại quầy,2023-07-26 00:00:00.0000000,,,
TCKT,,61221,DOANH THU KHAC,,,,Doanh thu khác,,Doanh thu phí sản phẩm khác,Liên kết đầu tư chứng khoán,2023-07-26 00:00:00.0000000,,,
INDIV,"DAU TU, BAO HIEM, TU VAN, UY THAC DAI LY",61221,"SAN PHAM, DICH VU DAU TU",LIEN KET DAU TU CHUNG KHOAN,LIEN KET DAU TU CHUNG KHOAN,LIEN KET DAU TU CHUNG KHOAN,"Sản phẩm, dịch vụ đầu tư",Liên kết đầu tư chứng khoán,Liên kết đầu tư chứng khoán,Liên kết đầu tư chứng khoán,2022-03-09 00:00:00.0000000,,INDIV,
TCKT,,12331,HUY DONG,,,,Huy động,Huy động có kỳ hạn,Huy động có kỳ hạn,Tiết kiệm Tân Cảng,2023-07-26 00:00:00.0000000,,,
TCKT,,622112,BAO HIEM,,,,Bảo hiểm,MBAL,MBAL UL Regular Pay 3.0,MBAL UL Regular Pay 3.0,2023-07-26 00:00:00.0000000,,,
TOAN_HANG,,13217,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm Mobile (Qua kênh App Mbbank) SP SO,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm Mobile (Qua kênh App Mbbank) SP SO,2021-01-01 00:00:00.0000000,,,
NHS,HDV&TT,13217,TKTK/TGCKH,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIET KIEM MOBILE (QUA KENH APP MBBANK) SP SO,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm Mobile (Qua kênh App Mbbank) SP SO,2022-03-09 00:00:00.0000000,TKTK/TGCKH,NHS,TKTK/TGCKH
TCKT,,13217,HUY DONG,,,,Huy động,Huy động có kỳ hạn,Huy động có kỳ hạn,Tiet kiem Mobile qua kenh App MBB SP SO,2023-07-26 00:00:00.0000000,,,
TCKT,,12531,HUY DONG,,,,Huy động,Huy động có kỳ hạn,Huy động có kỳ hạn,Huy động khác DWH,2023-07-26 00:00:00.0000000,,,
INDIV,DU NO,21122,CV SXKD,CHO VAY SAN XUAT KINH DOANH THONG THUONG CO TSDB,CHO VAY DAU TU TAI SAN CO DINH,CHO VAY DAU TU TAI SAN CO DINH,Cho vay sản xuất kinh doanh,Cho vay sản xuất kinh doanh thông thường có TSĐB,Cho vay đầu tư tài sản cố định,Cho vay đầu tư tài sản cố định,2022-03-09 00:00:00.0000000,CV SXKD,INDIV,CV SXKD
TCKT,,21122,CHO VAY,,,,Cho vay,SXKD,CV SXKD không quay vòng,Cho vay đầu tư tài sản cố định,2023-07-26 00:00:00.0000000,,,
NHS,DU NO,23312,CV TIEU DUNG,CHO VAY TIEU DUNG KHONG CO TSDB,CHO VAY THAU CHI TIEU DUNG KHONG CO TSDB,VAY SIEU NHANH THAU CHI DANH CHO CBNV MB SP SO,Cho vay tiêu dùng,Cho vay tiêu dùng không có TSĐB,Cho vay thấu chi tiêu dùng không có TSĐB,Vay siêu nhanh thấu chi dành cho CBNV MB SP SO,2022-03-09 00:00:00.0000000,CV THAU CHI,NHS,CV TIN CHAP
INDIV,DU NO,22323,CV BĐS,CHO VAY MUA/THUE/THUE MUA/GOP VON NHA DU AN,CHO VAY THUE DAI HAN NHA DU AN,CHO THUE DAI HAN NHA DU AN DE KINH DOANH,Cho vay bất động sản,Cho vay mua/thuê/thuê mua/góp vốn nhà dự án,Cho vay thuê dài hạn nhà dự án,Cho thuê dài hạn nhà dự án để kinh doanh,2022-03-09 00:00:00.0000000,CV NHA DU AN,INDIV,CV NHA DU AN
TCKT,,15731,HUY DONG,,,,Huy động,Huy động không kỳ hạn,Huy động không kỳ hạn,Trả lương doanh nghiệp,2023-07-26 00:00:00.0000000,,,
TCKT,,22323,CHO VAY,,,,Cho vay,CV Nhà dự án,CV Nhà dự án,Cho vay thue dai han nha du an de kinh doanh,2023-07-26 00:00:00.0000000,,,
TCKT,,15123,SAN PHAM DAU TU,,,,Sản phẩm đầu tư,Bond ,Trái phiếu kỳ hạn Từ 12 tháng trở lên,Trái phiếu kỳ hạn Từ 12 tháng trở lên,2023-07-26 00:00:00.0000000,,,
TCKT,,22511,CHO VAY,,,,Cho vay,CV Tiêu dùng TSĐB,CV Tiêu dùng TSĐB,Cho vay tiêu dùng có TSBĐ (KH ngoài MBG),2023-07-26 00:00:00.0000000,,,
INDIV,DU NO,22511,CV TIEU DUNG,CHO VAY TIEU DUNG CO TSDB,CHO VAY TIEU DUNG CO TSDB,CHO VAY MON TIEU DUNG CO TSBD,Cho vay tiêu dùng,Cho vay tiêu dùng có TSĐB,Cho vay tiêu dùng có TSĐB,Cho vay món tiêu dùng có TSBĐ,2022-03-09 00:00:00.0000000,CV TD TSDB,INDIV,CV TD TSDB
NHS,DU NO,29225,CV TIEU DUNG,CHO VAY TIEU DUNG KHONG CO TSDB,CHO VAY THAU CHI TIEU DUNG KHONG CO TSDB,CHO VAY THAU CHI UNG LUONG,Cho vay tiêu dùng,Cho vay tiêu dùng không có TSĐB,Cho vay thấu chi tiêu dùng không có TSĐB,Cho vay thấu chi ứng lương,2022-03-09 00:00:00.0000000,CV TIN CHAP,NHS,CV TIN CHAP
TCKT,,12221,HUY DONG,,,,Huy động,Huy động có kỳ hạn,Huy động có kỳ hạn,Tiền gửi kỳ hạn ngày,2023-07-26 00:00:00.0000000,,,
TOAN_HANG,,12221,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi kỳ hạn ngày,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi kỳ hạn ngày,2021-01-01 00:00:00.0000000,,,
SME,HUY_DONG,12221,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIEN GUI KY HAN NGAY,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi kỳ hạn ngày,2021-01-01 00:00:00.0000000,,,
CIB,HUY_DONG,12221,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIEN GUI KY HAN NGAY,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi kỳ hạn ngày,2021-01-01 00:00:00.0000000,,,
TCKT,,29225,CHO VAY,,,,Cho vay,Thấu chi,CV Thấu chi không TSĐB,CHO VAY THAU CHI TIEU DUNG KHONG CO TSDB,2023-07-26 00:00:00.0000000,,,
TCKT,,15262,HUY DONG,,,,Huy động,Huy động không kỳ hạn,Huy động không kỳ hạn,Thu hộ tiền VTV Cab,2023-07-26 00:00:00.0000000,,,
TCKT,,15252,HUY DONG,,,,Huy động,Huy động không kỳ hạn,Huy động không kỳ hạn,Thu hộ tiền nước qua nhân viên địa bàn Viettel,2023-07-26 00:00:00.0000000,,,
SME,DU_NO,55151,TAI TRO THUONG MAI,TAI TRO THUONG MAI - XUAT KHAU,CHIET KHAU BO CHUNG TU XUAT KHAU,CHIET KHAU BCT,Tài trợ thương mại,Tài trợ thương mại - xuất khẩu,Chiết khấu bộ chứng từ xuất khẩu,Chiết khấu BCT,2021-01-01 00:00:00.0000000,,,
CIB,DU_NO,55151,TAI TRO THUONG MAI,TAI TRO THUONG MAI - XUAT KHAU,CHIET KHAU BO CHUNG TU XUAT KHAU,CHIET KHAU BCT,,Tài trợ thương mại - xuất khẩu,Chiết khấu bộ chứng từ xuất khẩu,Chiết khấu BCT,2021-01-01 00:00:00.0000000,,,
TCKT,,14133,THE TIN DUNG,,,,Thẻ tín dụng,Phat hanh moi,Thẻ tín dụng VINID vật lý ko hạn mức,Thẻ tín dụng VINID vật lý ko hạn mức,2023-07-26 00:00:00.0000000,,,
TCKT,,16521,KIEU HOI,,,,Kiều hối,DS Chiều về ,Chuyển tiền quốc tế biên mậu,Chuyển tiền quốc tế biên mậu,2023-07-26 00:00:00.0000000,,,
TCKT,,11811,THE TIN DUNG,,,,Thẻ tín dụng,Phat hanh moi,Thẻ tín dụng phát hành mới hạng Classic,Thẻ JCB Sakura,2023-07-26 00:00:00.0000000,,,
CIB,DU_NO,51144,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG THONG THUONG,CHO VAY VON LUU DONG DAI LY KINH DOANH O TO,,Cho vay vốn lưu động,Cho vay vốn lưu động thông thường,Cho vay vốn lưu động đại lý kinh doanh ô tô,2021-01-01 00:00:00.0000000,,,
INDIV,DU NO,22342,CV BĐS,CHO VAY MUA/THUE/THUE MUA/GOP VON NHA DU AN,CHO VAY GOP VON DAU TU DU AN/CHO VAY TRUOC KHI KY HDMB,CHO VAY GOP VON DAU TU DU AN/CHO VAY TRUOC KHI KY HDMB,Cho vay bất động sản,Cho vay mua/thuê/thuê mua/góp vốn nhà dự án,Cho vay góp vốn đầu tư dự án/cho vay trước khi ký HĐMB,Cho vay góp vốn đầu tư dự án/cho vay trước khi ký HĐMB,2022-03-09 00:00:00.0000000,CV NHA DU AN,INDIV,CV NHA DU AN
SME,DU_NO,51144,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG THONG THUONG,CHO VAY VON LUU DONG DAI LY KINH DOANH O TO,Cho vay vốn lưu động,Cho vay vốn lưu động,Cho vay vốn lưu động thông thường,Cho vay vốn lưu động đại lý kinh doanh ô tô,2021-01-01 00:00:00.0000000,,,
TCKT,,22342,CHO VAY,,,,Cho vay,CV Nhà dự án,CV Nhà dự án,Cho vay gop von dau tu du an/cho vay truoc khi ky HDMB,2023-07-26 00:00:00.0000000,,,
INDIV,"DAU TU, BAO HIEM, TU VAN, UY THAC DAI LY",61321,"SAN PHAM, DICH VU DAU TU",LIEN KET PHAN PHOI CHUNG CHI QUY MO,LIEN KET PHAN PHOI CHUNG CHI QUY MO MBVF,LIEN KET PHAN PHOI CHUNG CHI QUY MO MBVF,"Sản phẩm, dịch vụ đầu tư",Liên kết phân phối chứng chỉ quỹ mở,Liên kết phân phối chứng chỉ quỹ mở MBVF,Liên kết phân phối chứng chỉ quỹ mở MBVF,2022-03-09 00:00:00.0000000,,INDIV,
SME,DU_NO,55112,TAI TRO THUONG MAI,TAI TRO THUONG MAI - NHAP KHAU,TAI TRO UPAS LC,DRAFT BUY BACK LC,Tài trợ thương mại,Tài trợ thương mại - Nhập khẩu,Tài trợ Upas LC,Draft buy back LC,2021-01-01 00:00:00.0000000,,,
CIB,DU_NO,55112,TAI TRO THUONG MAI,TAI TRO THUONG MAI - NHAP KHAU,TAI TRO UPAS LC,DRAFT BUY BACK LC,,Tài trợ thương mại - Nhập khẩu,Tài trợ Upas LC,Draft buy back LC,2021-01-01 00:00:00.0000000,,,
SME,DU_NO,51172,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG THONG THUONG,"CHO VAY VON LUU DONG LINH HOAT PHAN KHUC VUA, NHO",Cho vay vốn lưu động,Cho vay vốn lưu động,Cho vay vốn lưu động thông thường,"Cho vay vốn lưu động linh hoạt phân khúc vừa, nhỏ",2021-01-01 00:00:00.0000000,,,
CIB,DU_NO,51172,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG THONG THUONG,"CHO VAY VON LUU DONG LINH HOAT PHAN KHUC VUA, NHO",,Cho vay vốn lưu động,Cho vay vốn lưu động thông thường,"Cho vay vốn lưu động linh hoạt phân khúc vừa, nhỏ",2021-01-01 00:00:00.0000000,,,
TCKT,,22121,CHO VAY,,,,Cho vay,CV Ô tô,CV Ô tô,Cho vay mua ô tô hạng sang,2023-07-26 00:00:00.0000000,,,
TCKT,,25213,CHO VAY,,,,Cho vay,Tín chấp ,CV SP SO toàn trình,CHO VAY THAU CHI/RUT VON NHANH CAM CO GTCG,2023-07-26 00:00:00.0000000,,,
NHS,DU NO,25213,CV CC GTCG,"CHO VAY THAU CHI/RUT VON NHANH CAM CO GIAY TO CO GIA, TTK, HDTG, CCTG,…(GOI TAT LA GTCG)",CHO VAY THAU CHI/RUT VON NHANH CAM CO GTCG,CHO BUU TA VIETTEL POST VAY UNG TIEN HANG,"Cho vay cầm cố Giấy tờ có giá, TTK, HĐTG, CCTG,…(gọi tắt là GTCG)","Cho vay thấu chi/rút vốn nhanh cầm cố Giấy tờ có giá, TTK, HĐTG, CCTG,…(gọi tắt là GTCG)",Cho vay thấu chi/rút vốn nhanh cầm cố GTCG,Cho bưu tá Viettel post vay ứng tiền hàng,2022-03-09 00:00:00.0000000,CV THAU CHI,NHS,CV CC GTCG
INDIV,"DAU TU, BAO HIEM, TU VAN, UY THAC DAI LY",61241,"SAN PHAM, DICH VU DAU TU",LIEN KET PHAN PHOI TRAI PHIEU DOANH NGHIEP,PHAN PHOI TRAI PHIEU DOANH NGHIEP MBS,PHAN PHOI TRAI PHIEU DOANH NGHIEP MBS SO CAP,"Sản phẩm, dịch vụ đầu tư",Liên kết phân phối trái phiếu doanh nghiệp,Phân phối trái phiếu doanh nghiệp MBS,Phân phối trái phiếu doanh nghiệp MBS sơ cấp,2022-03-09 00:00:00.0000000,,INDIV,
INDIV,DU NO,25121,CV CC GTCG,"CHO VAY THONG THUONG CAM CO GIAY TO CO GIA, TTK, HDTG, CCTG,…(GOI TAT LA GTCG)",CHO VAY CAM CO GTCG MO TAI QUAY,CHO VAY CAM CO SO DU TAI KHOAN,"Cho vay cầm cố Giấy tờ có giá, TTK, HĐTG, CCTG,…(gọi tắt là GTCG)","Cho vay thông thường cầm cố Giấy tờ có giá, TTK, HĐTG, CCTG,…(gọi tắt là GTCG)",Cho vay cầm cố GTCG mở tại quầy,Cho vay cầm cố số dư tài khoản,2022-03-09 00:00:00.0000000,CV STK,INDIV,CV CC GTCG
TCKT,,25121,CHO VAY,,,,Cho vay,CV STK,CV STK,Cho vay cầm cố số dư tài khoản,2023-07-26 00:00:00.0000000,,,
NHS,HDV&TT,13219,TKTK/TGCKH,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIEN GUI DAU TU SO TU DONG SP SO,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi Đầu tư số tự động SP SO,2022-03-09 00:00:00.0000000,TKTK/TGCKH,NHS,TKTK/TGCKH
NHS,DU NO,21217,CV SXKD,CHO VAY SAN XUAT KINH DOANH TIN CHAP,CHO VAY THAU CHI TU DONG SAN XUAT KINH DOANH,CHO VAY THAU CHI TU DONG SAN XUAT KINH DOANH,Cho vay sản xuất kinh doanh,Cho vay sản xuất kinh doanh tín chấp,Cho vay thấu chi tự động sản xuất kinh doanh,Cho vay thấu chi tự động sản xuất kinh doanh,2022-03-09 00:00:00.0000000,CV SXKD,NHS,CV SXKD
TCKT,,21217,CHO VAY,,,,Cho vay,Thấu chi,CV Thấu chi không TSĐB,Cho vay han muc thau chi SXKD - khong TSDB SP SO,2023-07-26 00:00:00.0000000,,,
TOAN_HANG,,13219,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi Đầu tư số tự động SP SO,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiền gửi Đầu tư số tự động SP SO,2021-01-01 00:00:00.0000000,,,
NHS,HDV&TT,14121,TAI KHOAN THE TRA TRUOC,THE TRA TRUOC DANH CHO KHCN,TK THE TRA TRUOC QUOC TE DANH CHO KHCN,TK THE TRA TRUOC QUOC TE BANKPLUS MASTERCARD SP SO,Tài khoản thẻ trả trước,Thẻ trả trước dành cho KHCN,TK thẻ trả trước quốc tế dành cho KHCN,TK thẻ trả trước quốc tế Bankplus Mastercard SP SO,2022-03-09 00:00:00.0000000,,NHS,
TCKT,,14121,HUY DONG,,,,Huy động,Huy động không kỳ hạn,Huy động không kỳ hạn,TK thẻ trả trước quốc tế Bankplus Mastercard,2023-07-26 00:00:00.0000000,,,
TOAN_HANG,,14121,Tài khoản thẻ trả trước,Thẻ trả trước dành cho KHCN,TK thẻ trả trước quốc tế dành cho KHCN,TK thẻ trả trước quốc tế Bankplus Mastercard SP SO,Tài khoản thẻ trả trước,Thẻ trả trước dành cho KHCN,TK thẻ trả trước quốc tế dành cho KHCN,TK thẻ trả trước quốc tế Bankplus Mastercard SP SO,2021-01-01 00:00:00.0000000,,,
TCKT,,61920,DOANH THU KHAC,,,,Doanh thu khác,,Doanh thu phí sản phẩm khác,Phí bảo lãnh,2023-07-26 00:00:00.0000000,,,
TCKT,,262127,THE TIN DUNG,,,,Thẻ tín dụng,Gia han,Thẻ tín dụng gia hạn hạng Gold,Thẻ tín dụng quốc tế VINID gia hạn hạng Gold,2023-07-26 00:00:00.0000000,,,
TCKT,,15331,HUY DONG,,,,Huy động,Huy động không kỳ hạn,Huy động không kỳ hạn,DV quản lý các khoản phải trả (tach ma phi),2023-07-26 00:00:00.0000000,,,
SME,DU_NO,55121,TAI TRO THUONG MAI,TAI TRO THUONG MAI - XUAT KHAU,CHIET KHAU BO CHUNG TU XUAT KHAU,CHIET KHAU BCT,Tài trợ thương mại,Tài trợ thương mại - xuất khẩu,Chiết khấu bộ chứng từ xuất khẩu,Chiết khấu BCT,2021-01-01 00:00:00.0000000,,,
CIB,DU_NO,55121,TAI TRO THUONG MAI,TAI TRO THUONG MAI - XUAT KHAU,CHIET KHAU BO CHUNG TU XUAT KHAU,CHIET KHAU BCT,,Tài trợ thương mại - xuất khẩu,Chiết khấu bộ chứng từ xuất khẩu,Chiết khấu BCT,2021-01-01 00:00:00.0000000,,,
TCKT,,25143,CHO VAY,,,,Cho vay,CV STK,CV STK,Cho vay cầm cố sổ tiết kiệm (cho vay món),2023-07-26 00:00:00.0000000,,,
TCKT,,11731,THE TRA TRUOC,,,,Thẻ trả trước,The tra truoc,Thẻ trả trước Bankplus Simple (Bankplus S),Thẻ trả trước Bankplus Simple (Bankplus S),2023-07-26 00:00:00.0000000,,,
TCKT,,16311,KIEU HOI,,,,Kiều hối,DS Chiều về ,Dịch vụ chuyển tiền nhanh Western Union,Dịch vụ chuyển tiền nhanh Western Union,2023-07-26 00:00:00.0000000,,,
INDIV,DU NO,25143,CV CC GTCG,"CHO VAY THONG THUONG CAM CO GIAY TO CO GIA, TTK, HDTG, CCTG,…(GOI TAT LA GTCG)",CHO VAY CAM CO TIET KIEM MO TREN KENH SO,CHO VAY CAM CO TIET KIEM MOBILE TAI QUAY,"Cho vay cầm cố Giấy tờ có giá, TTK, HĐTG, CCTG,…(gọi tắt là GTCG)","Cho vay thông thường cầm cố Giấy tờ có giá, TTK, HĐTG, CCTG,…(gọi tắt là GTCG)",Cho vay cầm cố tiết kiệm mở trên kênh số,Cho vay cầm cố Tiết kiệm Mobile tại quầy,2022-03-09 00:00:00.0000000,CV STK,INDIV,CV CC GTCG
TCKT,,21143,CHO VAY,,,,Cho vay,SXKD,CV SXKD quay vòng,"Cho vay đầu tư, chăm sóc cây hồ tiêu",2023-07-26 00:00:00.0000000,,,
CIB,BAO_LANH,31181,BAO LANH,BAO LANH,BAO LANH BAO HANH,BAO LANH BAO HANH,Bảo lãnh,Bảo lãnh,Bảo lãnh bảo hành,Bảo lãnh bảo hành,2021-01-01 00:00:00.0000000,,,
SME,BAO_LANH,31181,BAO LANH,BAO LANH,BAO LANH BAO HANH,BAO LANH BAO HANH,Bảo lãnh,Bảo lãnh,Bảo lãnh bảo hành,Bảo lãnh bảo hành,2021-01-01 00:00:00.0000000,,,
NHS,DU NO,29212,CV TIEU DUNG,CHO VAY TIEU DUNG KHONG CO TSDB,CHO VAY MON TIEU DUNG KHONG CO TSDB,CHO VAY GIAI NGAN APP KHCN,Cho vay tiêu dùng,Cho vay tiêu dùng không có TSĐB,Cho vay món tiêu dùng không có TSĐB,Cho vay giải ngân APP KHCN,2022-03-09 00:00:00.0000000,CV TIN CHAP,NHS,CV TIN CHAP
TCKT,,22513,CHO VAY,,,,Cho vay,CV Tiêu dùng TSĐB,CV Tiêu dùng TSĐB,Cho vay ngoài  lương MB (có TSĐB),2023-07-26 00:00:00.0000000,,,
TCKT,,29212,CHO VAY,,,,Cho vay,Tín chấp ,CV SP SO toàn trình,Cho vay dam bao bang luong ngoai MBG qua APP SP SO,2023-07-26 00:00:00.0000000,,,
